,2.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,40.0,40.5,41.0,41.5,42.0,42.5,43.0,43.5,44.0,44.5,45.0,45.5,46.0,46.5,47.0,47.5,48.0,48.5,49.0,49.5,50.0,50.5,51.0,51.5,52.0,52.5,53.0,53.5,54.0,54.5,55.0,55.5,56.0,56.5,57.0,57.5,58.0,58.5,59.0,59.5,60.0,60.5,61.0,61.5,62.0,62.5,63.0,63.5,64.0,64.5,65.0,65.5,66.0,66.5,67.0,67.5,68.0,68.5,69.0,69.5,70.0,70.5,71.0,71.5,72.0,72.5,73.0,73.5,74.0,74.5,75.0,75.5,76.0,76.5,77.0,77.5,78.0,78.5,79.0,79.5,80.0,80.5,81.0,81.5,82.0,82.5,83.0,83.5,84.0,84.5,85.0,85.5,86.0,86.5,87.0,87.5,88.0,88.5,89.0,89.5,90.0,90.5,91.0,91.5,92.0,92.5,93.0,93.5,94.0,94.5,95.0,95.5,96.0,96.5,97.0,97.5,98.0,98.5,99.0,99.5,100.0,100.5,101.0,101.5,102.0,102.5,103.0,103.5,104.0,104.5,105.0,105.5,106.0,106.5,107.0,107.5,108.0,108.5,109.0,109.5,110.0,110.5,111.0,111.5,112.0,112.5,113.0,113.5,114.0,114.5,115.0,115.5,116.0,116.5,117.0,117.5,118.0,118.5,119.0,119.5,120.0,120.5,121.0,121.5,122.0,122.5,123.0,123.5,124.0,124.5,125.0,125.5,126.0,126.5,127.0,127.5,128.0,128.5,129.0,129.5,130.0,130.5,131.0,131.5,132.0,132.5,133.0,133.5,134.0,134.5,135.0,135.5,136.0,136.5,137.0,137.5,138.0,138.5,139.0,139.5,140.0,140.5,141.0,141.5,142.0,142.5,143.0,143.5,144.0,144.5,145.0,145.5,146.0,146.5,147.5,150.0,152.5,155.0,157.5,160.0,162.5,165.0,167.5,170.0,172.5,175.0,177.5,180.0,182.5,185.0,187.5,190.0,192.5,195.0,200.0,205.0,210.0,215.0,220.0,225.0,230.0,235.0,240.0
20200106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200107,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,0.01,0.01,,,0.01,,0.01,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.06,0.07,0.07,0.08,0.09,0.1,0.11,0.13,0.14,0.16,0.18,0.2,0.22,0.24,0.27,0.3,0.33,0.37,0.41,0.45,0.5,0.55,0.6,0.66,0.73,0.8,0.87,0.94,1.03,1.11,1.2,1.3,1.4,1.51,1.62,1.74,1.86,1.99,2.13,2.27,2.42,2.57,2.74,2.91,3.09,3.28,3.48,3.69,3.9,4.14,4.38,4.63,4.89,5.17,5.46,5.76,6.08,6.4,,,,7.8,8.17,,8.95,9.35,9.76,,,,11.47,,,,13.26,,14.18,14.64,,,16.05,,17.01,,,18.45,18.93,,,,,,,,,,23.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.69,,,,,,41.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.18,65.68,66.18,66.68,67.18,67.68,68.18,,69.18,69.68,70.18,70.68,71.18,71.68,,,,,,,,,,,,,,78.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200108,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,0.01,0.01,,,0.01,,0.01,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08,0.09,0.1,0.11,0.12,0.14,0.15,0.17,0.18,0.2,0.22,0.25,0.28,0.31,0.34,0.38,0.42,0.47,0.52,0.58,0.64,0.7,0.77,0.85,0.93,1.01,1.11,1.21,1.31,1.42,1.54,1.66,1.79,1.92,2.06,2.21,2.36,2.51,2.68,2.85,3.03,3.22,3.41,3.61,3.82,4.05,4.28,4.52,4.78,5.04,5.32,5.61,5.91,6.22,6.54,6.87,7.22,7.58,7.94,8.32,,,,9.92,10.34,,11.2,11.64,12.09,,,,13.91,,,,15.79,,16.75,17.23,,,18.68,,19.65,,,21.12,21.61,,,,,,,,,,26.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.48,,,,,,44.48,,,,,,47.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.98,68.48,68.98,69.48,69.98,70.48,70.98,,71.98,72.48,72.98,73.48,73.98,74.48,,,,,,,,,,,,,,81.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200109,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,0.01,0.01,,,0.01,,0.01,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.08,0.09,0.1,0.11,0.13,0.14,0.16,0.17,0.19,0.21,0.24,0.26,0.29,0.33,0.36,0.4,0.44,0.49,0.54,0.6,0.66,0.73,0.8,0.88,0.96,1.05,1.15,1.25,1.36,1.48,1.6,1.73,1.86,2.01,2.15,2.31,2.47,2.64,2.82,3.0,3.2,3.4,3.61,3.84,4.07,4.32,4.58,4.85,5.13,5.42,5.72,6.03,6.36,6.69,7.04,7.4,7.76,8.14,8.53,,,9.75,10.17,,11.03,11.48,11.92,,,,13.75,,,,15.64,,16.6,17.08,,,18.54,,19.52,,,20.99,21.48,,,,,,,,,,26.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.37,,,,,,44.37,,,,,,47.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.87,68.37,68.87,69.37,69.87,70.37,70.87,,71.87,72.37,72.87,73.37,73.87,74.37,,,,,,,,,,,,,,81.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200110,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,0.01,0.01,,,0.01,,0.01,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.15,0.16,0.18,0.2,0.22,0.25,0.28,0.31,0.34,0.38,0.42,0.47,0.52,0.58,0.64,0.7,0.77,0.85,0.93,1.02,1.11,1.22,1.32,1.44,1.56,1.69,1.83,1.97,2.12,2.28,2.45,2.62,2.81,3.0,3.19,3.4,3.62,3.85,4.09,4.34,4.6,4.88,5.17,5.47,5.78,6.1,6.44,6.78,7.14,7.51,7.89,8.28,8.67,,,9.92,10.34,,11.22,11.67,12.13,,,,13.99,,,,15.9,,16.86,17.35,,,18.81,,19.79,,,21.27,21.76,,,,,,,,,,26.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.68,,,,,,44.68,,,,,,47.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.18,68.68,69.18,69.68,70.18,70.68,71.18,,72.18,72.68,73.18,73.68,74.18,74.68,,,,,,,,,,,,,,81.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200113,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,0.01,0.01,,,0.01,,0.01,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.06,0.07,0.07,0.08,0.09,0.1,0.11,0.13,0.14,0.16,0.17,0.19,0.22,0.24,0.27,0.3,0.34,0.37,0.42,0.47,0.52,0.57,0.64,0.7,0.78,0.86,0.94,1.03,1.13,1.23,1.35,1.47,1.59,1.73,1.87,2.02,2.17,2.33,2.5,2.68,2.86,3.06,3.26,3.48,3.7,3.94,4.18,4.44,4.71,4.99,5.28,5.58,5.9,6.22,6.56,6.91,7.27,7.64,8.03,8.42,8.82,9.23,,,10.51,10.96,,11.86,12.32,12.78,,,,14.67,,,,16.59,,17.57,18.06,,,19.53,,20.52,,,22.0,22.5,,,,,,,,,,27.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.44,,,,,,45.44,,,,,,48.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.94,69.44,69.94,70.44,70.94,71.44,71.94,,72.94,73.44,73.94,74.44,74.94,75.44,,,,,,,,,,,,,,82.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200114,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,0.01,0.01,,,0.01,,0.01,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.15,0.16,0.18,0.2,0.22,0.25,0.28,0.31,0.35,0.39,0.43,0.48,0.53,0.59,0.65,0.72,0.79,0.87,0.95,1.04,1.14,1.25,1.36,1.48,1.61,1.74,1.88,2.03,2.18,2.35,2.52,2.7,2.89,3.09,3.3,3.51,3.74,3.98,4.23,4.49,4.77,5.05,5.35,5.66,5.99,6.33,6.67,7.04,7.41,7.79,8.19,8.59,9.0,,,10.29,10.73,,11.64,12.1,12.56,,,,14.45,,,,16.39,,17.36,17.85,,,19.32,,20.31,,,21.8,22.29,,,,,,,,,,27.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.24,,,,,,45.24,,,,,,48.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.74,69.24,69.74,70.24,70.74,71.24,71.74,,72.74,73.24,73.74,74.24,74.74,75.24,,,,,,,,,,,,,,82.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200115,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,0.01,0.01,,,0.01,,0.01,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.15,0.16,0.18,0.2,0.23,0.25,0.28,0.32,0.35,0.39,0.44,0.49,0.54,0.6,0.67,0.74,0.81,0.89,0.98,1.08,1.18,1.29,1.41,1.54,1.67,1.81,1.96,2.11,2.27,2.44,2.62,2.81,3.01,3.22,3.43,3.66,3.9,4.15,4.41,4.68,4.97,5.27,5.58,5.91,6.24,6.59,6.96,7.34,7.72,8.12,8.53,8.94,9.36,,,10.67,11.12,,12.04,12.5,12.97,,13.92,,14.88,,,,16.82,,17.8,18.29,,,19.77,,20.76,,,22.25,22.74,,,,,,,,,,27.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,,,,,,45.7,,,,,,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,69.7,70.2,70.7,71.2,71.7,72.2,,73.2,73.7,74.2,74.7,75.2,75.7,,,,,,,,,,,,,,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200116,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,0.01,0.01,,,0.01,,0.01,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.06,0.07,0.07,0.08,0.09,0.1,0.12,0.13,0.15,0.16,0.18,0.2,0.23,0.26,0.29,0.32,0.36,0.4,0.45,0.5,0.56,0.62,0.69,0.76,0.84,0.92,1.01,1.11,1.21,1.32,1.44,1.57,1.71,1.85,2.0,2.16,2.32,2.5,2.69,2.88,3.09,3.3,3.53,3.77,4.02,4.29,4.56,4.85,5.16,5.47,5.8,6.13,6.48,6.85,7.22,7.61,8.01,8.41,8.83,,,10.13,10.58,,11.49,11.95,12.42,,13.36,,14.32,,,,16.25,,17.23,17.72,,,19.2,,20.19,,,21.67,22.17,,,,,,,,,,27.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.12,,,,,,45.12,,,,,,48.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.62,69.12,69.62,70.12,70.62,71.12,71.62,,72.62,73.12,73.62,74.12,74.62,75.12,,,,,,,,,,,,,,82.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
